BigGAN_train_batch: [nan, -0.8324730737103146, 0.6451899951136174, 0.7612570897711619, 1.308058496611593, 0.9755503497553331, 0.8221336236413632, 0.9737952765779935, 1.2816943469184445, 1.5406754999122243, 1.756651315398603, 2.753761529596279, 3.2907888907895337]
pndm_train_batch: [nan, -0.6969589721230544, -0.5312397632562302, 1.319558540495906, 1.5980510072281475, 1.750668870704975, 1.7426553155981512, 2.1422181584654396, 2.2427391674731867, 2.409131093150735, 2.587232937877981, 3.604245230306941, 4.181740062378574]
SNGAN_train_batch: [nan, -1.3810290413936837, 0.09184112280694685, 0.6833387374773208, 0.783012289390937, 1.2625049156719708, 2.150821692264505, 2.7322135187482455, 2.7667504642414595, 3.1237478651075747, 3.292903924397341, 4.119103881933663, 4.46198371627698]
ddim_train_batch: [nan, -1.0019917262224252, 0.16029099095786328, 1.4895058154285958, 1.464937605469666, 2.043456962179399, 2.455683770207684, 2.6628440969830933, 2.97771399777529, 2.951764177458063, 3.1443020180025716, 3.84909181974526, 4.350633090979299]
ddpm_train_batch: [nan, 0.04267373390922849, 0.5284503662030766, 0.6361022743425222, 1.17694399865782, 1.4685925489488598, 2.1527135228369128, 2.5034234285484223, 2.73766647008681, 2.8341658535824927, 2.7503574129487824, 3.4574622127615307, 4.794632028106718]
ContraGAN_train_batch: [nan, -0.9387883478940184, -0.21682387246364795, 0.16846060049046496, 0.5698774801556707, 0.5044485916920848, 0.6711598759865909, 0.9904081803038683, 1.3076129437788573, 1.647442102317291, 1.5432156907774497, 2.514024563752759, 2.475701041161165]
BigGAN_test_batch: [nan, -0.5085842480888212, 0.8391390441258997, 1.0635374185413842, 1.3249434823419086, 1.1039182332286537, 1.2037505458404967, 1.8225978370051015, 1.7440137333344934, 2.083180319454879, 2.2427188390254895, 3.4414448144038023, 2.6723588200388986]
pndm_test_batch: [nan, -0.7690148757234353, 0.27457689628142273, 1.4092339142315577, 1.9803392074529382, 2.01078754879887, 2.0885009778858517, 2.068856552161904, 2.251163074562959, 2.5744646927859325, 2.4739101804316337, 3.468397550530392, 3.440817522113474]
SNGAN_test_batch: [nan, 0.6886676723195323, 1.3140053217245573, 1.2008668712803996, 2.10753979822663, 2.4681855270424977, 2.3960016489730194, 3.0642358505221594, 3.2716582483732837, 3.3642686269452633, 3.501251979921765, 4.210474547896671, 5.069561548694253]
ddim_test_batch: [nan, -1.3235740723136937, -0.018309943308166376, 1.2722250816134841, 1.3035916992931462, 1.829093817590943, 1.7992809667491623, 2.1761082772899205, 2.2680391145894543, 2.3961535992107033, 2.5570977788429436, 3.51719193511794, 4.841288074761414]
ddpm_test_batch: [nan, -0.48977653502086194, 0.32017732338732047, 0.7901455421554667, 0.9726382664144777, 1.2486437767919527, 1.706335817675408, 1.8533521125054957, 2.1877509134960658, 2.1247923134296536, 1.9746180375468707, 2.9057103485270264, 4.295443421649752]
ContraGAN_test_batch: [nan, -1.3373705965425713, -0.669852660435166, 0.2579655373536614, 0.5119467372992965, 0.6635753435378743, 1.2482390538043677, 1.3338115967375352, 1.4537409385103355, 1.2741365322414098, 1.4873286611773484, 3.320349646517374, 2.361384806199069]
